Trial,Label,Frame,Rater
P01T04,Chest,213,Algorithm
P01T04,Chest,213,Rater1
P01T04,Chest,213,Rater2
P01T04,Chest,213,Rater3
P01T04,Chest,214,Algorithm
P01T04,Chest,214,Rater1
P01T04,Chest,214,Rater2
P01T04,Chest,214,Rater3
P01T04,Chest,215,Algorithm
P01T04,Chest,215,Rater1
P01T04,Chest,215,Rater2
P01T04,Chest,215,Rater3
P01T04,Chest,216,Algorithm
P01T04,Chest,216,Rater1
P01T04,Chest,216,Rater2
P01T04,Chest,216,Rater3
P01T04,Chest,217,Algorithm
P01T04,Chest,217,Rater1
P01T04,Other,217,Rater2
P01T04,Other,217,Rater3
P01T04,Chest,218,Algorithm
P01T04,Chest,218,Rater1
P01T04,Chest,218,Rater2
P01T04,Chest,218,Rater3
P01T04,Chest,219,Algorithm
P01T04,Chest,219,Rater1
P01T04,Chest,219,Rater2
P01T04,Chest,219,Rater3
P01T04,Chest,220,Algorithm
P01T04,Chest,220,Rater1
P01T04,Chest,220,Rater2
P01T04,Chest,220,Rater3
P01T04,Chest,221,Algorithm
P01T04,Chest,221,Rater1
P01T04,Chest,221,Rater2
P01T04,Chest,221,Rater3
P01T04,Chest,222,Algorithm
P01T04,Chest,222,Rater1
P01T04,Chest,222,Rater2
P01T04,Chest,222,Rater3
P01T04,Chest,223,Algorithm
P01T04,Chest,223,Rater1
P01T04,Chest,223,Rater2
P01T04,Chest,223,Rater3
P01T04,Chest,224,Algorithm
P01T04,Chest,224,Rater1
P01T04,Chest,224,Rater2
P01T04,Chest,224,Rater3
P01T04,Chest,225,Algorithm
P01T04,Chest,225,Rater1
P01T04,Chest,225,Rater2
P01T04,Chest,225,Rater3
P01T04,Chest,226,Algorithm
P01T04,Chest,226,Rater1
P01T04,Chest,226,Rater2
P01T04,Chest,226,Rater3
P01T04,Chest,227,Algorithm
P01T04,Chest,227,Rater1
P01T04,Chest,227,Rater2
P01T04,Chest,227,Rater3
P01T04,Chest,228,Algorithm
P01T04,Chest,228,Rater1
P01T04,Chest,228,Rater2
P01T04,Chest,228,Rater3
P01T04,Chest,229,Algorithm
P01T04,Chest,229,Rater1
P01T04,Chest,229,Rater2
P01T04,Chest,229,Rater3
P01T04,Chest,230,Algorithm
P01T04,Chest,230,Rater1
P01T04,Chest,230,Rater2
P01T04,Chest,230,Rater3
P01T04,Chest,231,Algorithm
P01T04,Chest,231,Rater1
P01T04,Chest,231,Rater2
P01T04,Chest,231,Rater3
P01T04,Chest,232,Algorithm
P01T04,Chest,232,Rater1
P01T04,Chest,232,Rater2
P01T04,Chest,232,Rater3
P01T04,Chest,233,Algorithm
P01T04,Chest,233,Rater1
P01T04,Chest,233,Rater2
P01T04,Chest,233,Rater3
P01T04,Chest,234,Algorithm
P01T04,Chest,234,Rater1
P01T04,Chest,234,Rater2
P01T04,Chest,234,Rater3
P01T04,Chest,235,Algorithm
P01T04,Chest,235,Rater1
P01T04,Chest,235,Rater2
P01T04,Chest,235,Rater3
P01T04,Chest,236,Algorithm
P01T04,Chest,236,Rater1
P01T04,Chest,236,Rater2
P01T04,Chest,236,Rater3
P01T04,Chest,237,Algorithm
P01T04,Chest,237,Rater1
P01T04,Chest,237,Rater2
P01T04,Chest,237,Rater3
P01T04,Chest,238,Algorithm
P01T04,Chest,238,Rater1
P01T04,Chest,238,Rater2
P01T04,Chest,238,Rater3
P01T04,Other,239,Algorithm
P01T04,Chest,239,Rater1
P01T04,Chest,239,Rater2
P01T04,Chest,239,Rater3
P01T04,Other,240,Algorithm
P01T04,Chest,240,Rater1
P01T04,Chest,240,Rater2
P01T04,Chest,240,Rater3
P01T16,Head,147,Algorithm
P01T16,Chest,147,Rater1
P01T16,Chest,147,Rater2
P01T16,Head,147,Rater3
P01T16,Head,148,Algorithm
P01T16,Chest,148,Rater1
P01T16,Chest,148,Rater2
P01T16,Head,148,Rater3
P01T16,Head,149,Algorithm
P01T16,Chest,149,Rater1
P01T16,Chest,149,Rater2
P01T16,Head,149,Rater3
P01T16,Head,150,Algorithm
P01T16,Other,150,Rater1
P01T16,Chest,150,Rater2
P01T16,Head,150,Rater3
P01T16,Head,151,Algorithm
P01T16,Other,151,Rater1
P01T16,Other,151,Rater2
P01T16,Other,151,Rater3
P01T16,Head,152,Algorithm
P01T16,Other,152,Rater1
P01T16,Other,152,Rater2
P01T16,Other,152,Rater3
P01T16,Head,153,Algorithm
P01T16,Other,153,Rater1
P01T16,Other,153,Rater2
P01T16,Other,153,Rater3
P01T16,Head,154,Algorithm
P01T16,Other,154,Rater1
P01T16,Other,154,Rater2
P01T16,Other,154,Rater3
P01T16,Head,155,Algorithm
P01T16,Other,155,Rater1
P01T16,Other,155,Rater2
P01T16,Other,155,Rater3
P01T16,Head,156,Algorithm
P01T16,Other,156,Rater1
P01T16,Other,156,Rater2
P01T16,Other,156,Rater3
P01T16,Head,157,Algorithm
P01T16,Other,157,Rater1
P01T16,Other,157,Rater2
P01T16,Other,157,Rater3
P01T16,Head,158,Algorithm
P01T16,Chest,158,Rater1
P01T16,Chest,158,Rater2
P01T16,Chest,158,Rater3
P01T16,Head,159,Algorithm
P01T16,Chest,159,Rater1
P01T16,Chest,159,Rater2
P01T16,Chest,159,Rater3
P01T16,Head,160,Algorithm
P01T16,Chest,160,Rater1
P01T16,Chest,160,Rater2
P01T16,Chest,160,Rater3
P01T16,Head,161,Algorithm
P01T16,Chest,161,Rater1
P01T16,Chest,161,Rater2
P01T16,Chest,161,Rater3
P01T16,Chest,162,Algorithm
P01T16,Chest,162,Rater1
P01T16,Chest,162,Rater2
P01T16,Chest,162,Rater3
P01T16,Chest,163,Algorithm
P01T16,Chest,163,Rater1
P01T16,Chest,163,Rater2
P01T16,Chest,163,Rater3
P01T16,Chest,164,Algorithm
P01T16,Chest,164,Rater1
P01T16,Chest,164,Rater2
P01T16,Chest,164,Rater3
P01T16,Chest,165,Algorithm
P01T16,Chest,165,Rater1
P01T16,Chest,165,Rater2
P01T16,Chest,165,Rater3
P01T16,Chest,166,Algorithm
P01T16,Chest,166,Rater1
P01T16,Chest,166,Rater2
P01T16,Chest,166,Rater3
P01T16,Other,167,Algorithm
P01T16,Chest,167,Rater1
P01T16,Chest,167,Rater2
P01T16,Chest,167,Rater3
P01T16,Other,168,Algorithm
P01T16,Chest,168,Rater1
P01T16,Chest,168,Rater2
P01T16,Chest,168,Rater3
P01T16,Chest,169,Algorithm
P01T16,Chest,169,Rater1
P01T16,Chest,169,Rater2
P01T16,Chest,169,Rater3
P01T16,Chest,170,Algorithm
P01T16,Chest,170,Rater1
P01T16,Chest,170,Rater2
P01T16,Chest,170,Rater3
P01T16,Chest,171,Algorithm
P01T16,Chest,171,Rater1
P01T16,Chest,171,Rater2
P01T16,Chest,171,Rater3
P01T16,Chest,172,Algorithm
P01T16,Chest,172,Rater1
P01T16,Chest,172,Rater2
P01T16,Chest,172,Rater3
P01T16,Chest,173,Algorithm
P01T16,Chest,173,Rater1
P01T16,Chest,173,Rater2
P01T16,Chest,173,Rater3
P01T16,Chest,174,Algorithm
P01T16,Chest,174,Rater1
P01T16,Chest,174,Rater2
P01T16,Chest,174,Rater3
P01T16,Chest,175,Algorithm
P01T16,Other,175,Rater1
P01T16,Other,175,Rater2
P01T16,Other,175,Rater3
P01T16,Chest,176,Algorithm
P01T16,Other,176,Rater1
P01T16,Other,176,Rater2
P01T16,Other,176,Rater3
P01T16,Chest,177,Algorithm
P01T16,Other,177,Rater1
P01T16,Other,177,Rater2
P01T16,Other,177,Rater3
P01T16,Chest,178,Algorithm
P01T16,Chest,178,Rater1
P01T16,Right arm,178,Rater2
P01T16,Right arm,178,Rater3
P01T16,Chest,179,Algorithm
P01T16,Chest,179,Rater1
P01T16,Right arm,179,Rater2
P01T16,Chest,179,Rater3
P01T16,Chest,180,Algorithm
P01T16,Chest,180,Rater1
P01T16,Right arm,180,Rater2
P01T16,Chest,180,Rater3
P01T16,Chest,181,Algorithm
P01T16,Chest,181,Rater1
P01T16,Chest,181,Rater2
P01T16,Chest,181,Rater3
P01T16,Chest,182,Algorithm
P01T16,Chest,182,Rater1
P01T16,Chest,182,Rater2
P01T16,Chest,182,Rater3
P01T16,Chest,183,Algorithm
P01T16,Chest,183,Rater1
P01T16,Chest,183,Rater2
P01T16,Chest,183,Rater3
P01T16,Chest,184,Algorithm
P01T16,Chest,184,Rater1
P01T16,Chest,184,Rater2
P01T16,Chest,184,Rater3
P01T16,Chest,185,Algorithm
P01T16,Chest,185,Rater1
P01T16,Chest,185,Rater2
P01T16,Chest,185,Rater3
P01T16,Chest,186,Algorithm
P01T16,Chest,186,Rater1
P01T16,Chest,186,Rater2
P01T16,Chest,186,Rater3
P01T16,Chest,187,Algorithm
P01T16,Chest,187,Rater1
P01T16,Chest,187,Rater2
P01T16,Chest,187,Rater3
P01T16,Chest,188,Algorithm
P01T16,Chest,188,Rater1
P01T16,Chest,188,Rater2
P01T16,Chest,188,Rater3
P01T16,Chest,189,Algorithm
P01T16,Chest,189,Rater1
P01T16,Chest,189,Rater2
P01T16,Chest,189,Rater3
P01T16,Chest,190,Algorithm
P01T16,Chest,190,Rater1
P01T16,Chest,190,Rater2
P01T16,Chest,190,Rater3
P01T16,Chest,191,Algorithm
P01T16,Chest,191,Rater1
P01T16,Chest,191,Rater2
P01T16,Chest,191,Rater3
P01T16,Chest,192,Algorithm
P01T16,Chest,192,Rater1
P01T16,Chest,192,Rater2
P01T16,Chest,192,Rater3
P01T16,Chest,193,Algorithm
P01T16,Chest,193,Rater1
P01T16,Chest,193,Rater2
P01T16,Chest,193,Rater3
P01T16,Chest,194,Algorithm
P01T16,Chest,194,Rater1
P01T16,Chest,194,Rater2
P01T16,Chest,194,Rater3
P01T16,Chest,195,Algorithm
P01T16,Chest,195,Rater1
P01T16,Chest,195,Rater2
P01T16,Chest,195,Rater3
P01T16,Chest,196,Algorithm
P01T16,Chest,196,Rater1
P01T16,Chest,196,Rater2
P01T16,Chest,196,Rater3
P01T16,Chest,197,Algorithm
P01T16,Chest,197,Rater1
P01T16,Chest,197,Rater2
P01T16,Chest,197,Rater3
P01T18,Head,113,Algorithm
P01T18,Head,113,Rater1
P01T18,Head,113,Rater2
P01T18,Head,113,Rater3
P01T18,Chest,114,Algorithm
P01T18,Head,114,Rater1
P01T18,Head,114,Rater2
P01T18,Head,114,Rater3
P01T18,Chest,115,Algorithm
P01T18,Head,115,Rater1
P01T18,Head,115,Rater2
P01T18,Head,115,Rater3
P01T18,Head,116,Algorithm
P01T18,Head,116,Rater1
P01T18,Head,116,Rater2
P01T18,Head,116,Rater3
P01T18,Head,117,Algorithm
P01T18,Head,117,Rater1
P01T18,Head,117,Rater2
P01T18,Head,117,Rater3
P01T18,Head,118,Algorithm
P01T18,Head,118,Rater1
P01T18,Head,118,Rater2
P01T18,Head,118,Rater3
P01T18,Head,119,Algorithm
P01T18,Head,119,Rater1
P01T18,Head,119,Rater2
P01T18,Head,119,Rater3
P01T18,Chest,120,Algorithm
P01T18,Chest,120,Rater1
P01T18,Chest,120,Rater2
P01T18,Chest,120,Rater3
P01T18,Chest,121,Algorithm
P01T18,Chest,121,Rater1
P01T18,Chest,121,Rater2
P01T18,Chest,121,Rater3
P01T18,Chest,122,Algorithm
P01T18,Chest,122,Rater1
P01T18,Chest,122,Rater2
P01T18,Chest,122,Rater3
P01T18,Chest,123,Algorithm
P01T18,Chest,123,Rater1
P01T18,Chest,123,Rater2
P01T18,Chest,123,Rater3
P01T18,Chest,124,Algorithm
P01T18,Chest,124,Rater1
P01T18,Chest,124,Rater2
P01T18,Chest,124,Rater3
P01T18,Chest,125,Algorithm
P01T18,Chest,125,Rater1
P01T18,Chest,125,Rater2
P01T18,Chest,125,Rater3
P01T18,Chest,126,Algorithm
P01T18,Chest,126,Rater1
P01T18,Chest,126,Rater2
P01T18,Chest,126,Rater3
P01T18,Chest,127,Algorithm
P01T18,Chest,127,Rater1
P01T18,Chest,127,Rater2
P01T18,Chest,127,Rater3
P01T18,Chest,128,Algorithm
P01T18,Chest,128,Rater1
P01T18,Chest,128,Rater2
P01T18,Chest,128,Rater3
P01T18,Chest,129,Algorithm
P01T18,Chest,129,Rater1
P01T18,Chest,129,Rater2
P01T18,Chest,129,Rater3
P01T18,Chest,130,Algorithm
P01T18,Chest,130,Rater1
P01T18,Chest,130,Rater2
P01T18,Chest,130,Rater3
P01T18,Chest,131,Algorithm
P01T18,Chest,131,Rater1
P01T18,Chest,131,Rater2
P01T18,Chest,131,Rater3
P01T18,Chest,132,Algorithm
P01T18,Chest,132,Rater1
P01T18,Chest,132,Rater2
P01T18,Chest,132,Rater3
P01T18,Chest,133,Algorithm
P01T18,Chest,133,Rater1
P01T18,Chest,133,Rater2
P01T18,Chest,133,Rater3
P01T18,Chest,134,Algorithm
P01T18,Chest,134,Rater1
P01T18,Chest,134,Rater2
P01T18,Chest,134,Rater3
P01T18,Chest,135,Algorithm
P01T18,Chest,135,Rater1
P01T18,Chest,135,Rater2
P01T18,Chest,135,Rater3
P01T18,Chest,136,Algorithm
P01T18,Chest,136,Rater1
P01T18,Chest,136,Rater2
P01T18,Chest,136,Rater3
P01T18,Chest,137,Algorithm
P01T18,Chest,137,Rater1
P01T18,Chest,137,Rater2
P01T18,Chest,137,Rater3
P01T18,Chest,138,Algorithm
P01T18,Chest,138,Rater1
P01T18,Chest,138,Rater2
P01T18,Chest,138,Rater3
P01T18,Chest,139,Algorithm
P01T18,Chest,139,Rater1
P01T18,Chest,139,Rater2
P01T18,Chest,139,Rater3
P01T18,Other,140,Algorithm
P01T18,Chest,140,Rater1
P01T18,Chest,140,Rater2
P01T18,Chest,140,Rater3
P01T18,Other,141,Algorithm
P01T18,Chest,141,Rater1
P01T18,Chest,141,Rater2
P01T18,Chest,141,Rater3
P01T18,Other,142,Algorithm
P01T18,Chest,142,Rater1
P01T18,Chest,142,Rater2
P01T18,Chest,142,Rater3
P01T18,Other,143,Algorithm
P01T18,Chest,143,Rater1
P01T18,Chest,143,Rater2
P01T18,Chest,143,Rater3
P01T18,Other,144,Algorithm
P01T18,Chest,144,Rater1
P01T18,Chest,144,Rater2
P01T18,Chest,144,Rater3
P01T18,Other,145,Algorithm
P01T18,Chest,145,Rater1
P01T18,Other,145,Rater2
P01T18,Other,145,Rater3
P01T18,Other,146,Algorithm
P01T18,Chest,146,Rater1
P01T18,Chest,146,Rater2
P01T18,Head,146,Rater3
P01T18,Other,147,Algorithm
P01T18,Chest,147,Rater1
P01T18,Chest,147,Rater2
P01T18,Head,147,Rater3
P01T18,Other,148,Algorithm
P01T18,Chest,148,Rater1
P01T18,Chest,148,Rater2
P01T18,Head,148,Rater3
P01T18,Other,149,Algorithm
P01T18,Chest,149,Rater1
P01T18,Chest,149,Rater2
P01T18,Chest,149,Rater3
P01T18,Other,150,Algorithm
P01T18,Chest,150,Rater1
P01T18,Chest,150,Rater2
P01T18,Chest,150,Rater3
P01T18,Other,151,Algorithm
P01T18,Other,151,Rater1
P01T18,Other,151,Rater2
P01T18,Other,151,Rater3
P01T18,Other,152,Algorithm
P01T18,Other,152,Rater1
P01T18,Other,152,Rater2
P01T18,Other,152,Rater3
P01T18,Other,153,Algorithm
P01T18,Other,153,Rater1
P01T18,Other,153,Rater2
P01T18,Other,153,Rater3
P01T18,Other,154,Algorithm
P01T18,Other,154,Rater1
P01T18,Other,154,Rater2
P01T18,Other,154,Rater3
P01T18,Other,155,Algorithm
P01T18,Other,155,Rater1
P01T18,Other,155,Rater2
P01T18,Other,155,Rater3
P01T18,Other,156,Algorithm
P01T18,Other,156,Rater1
P01T18,Other,156,Rater2
P01T18,Other,156,Rater3
P01T18,Other,157,Algorithm
P01T18,Other,157,Rater1
P01T18,Other,157,Rater2
P01T18,Other,157,Rater3
P01T18,Chest,158,Algorithm
P01T18,Chest,158,Rater1
P01T18,Chest,158,Rater2
P01T18,Chest,158,Rater3
P01T18,Chest,159,Algorithm
P01T18,Chest,159,Rater1
P01T18,Chest,159,Rater2
P01T18,Chest,159,Rater3
P01T18,Chest,160,Algorithm
P01T18,Chest,160,Rater1
P01T18,Chest,160,Rater2
P01T18,Chest,160,Rater3
P01T18,Chest,161,Algorithm
P01T18,Chest,161,Rater1
P01T18,Chest,161,Rater2
P01T18,Chest,161,Rater3
P01T18,Chest,162,Algorithm
P01T18,Chest,162,Rater1
P01T18,Chest,162,Rater2
P01T18,Chest,162,Rater3
P01T18,Chest,163,Algorithm
P01T18,Chest,163,Rater1
P01T18,Chest,163,Rater2
P01T18,Chest,163,Rater3
P01T18,Chest,164,Algorithm
P01T18,Chest,164,Rater1
P01T18,Chest,164,Rater2
P01T18,Chest,164,Rater3
P01T18,Other,165,Algorithm
P01T18,Chest,165,Rater1
P01T18,Chest,165,Rater2
P01T18,Chest,165,Rater3
P01T18,Chest,166,Algorithm
P01T18,Chest,166,Rater1
P01T18,Chest,166,Rater2
P01T18,Chest,166,Rater3
P01T18,Chest,167,Algorithm
P01T18,Chest,167,Rater1
P01T18,Chest,167,Rater2
P01T18,Chest,167,Rater3
P02T03,Other,167,Algorithm
P02T03,Other,167,Rater1
P02T03,Head,167,Rater2
P02T03,Other,167,Rater3
P02T03,Other,168,Algorithm
P02T03,Other,168,Rater1
P02T03,Head,168,Rater2
P02T03,Other,168,Rater3
P02T03,Other,169,Algorithm
P02T03,Other,169,Rater1
P02T03,Head,169,Rater2
P02T03,Other,169,Rater3
P02T03,Other,170,Algorithm
P02T03,Other,170,Rater1
P02T03,Head,170,Rater2
P02T03,Other,170,Rater3
P02T03,Other,171,Algorithm
P02T03,Other,171,Rater1
P02T03,Head,171,Rater2
P02T03,Other,171,Rater3
P02T03,Other,172,Algorithm
P02T03,Other,172,Rater1
P02T03,Head,172,Rater2
P02T03,Other,172,Rater3
P02T03,Other,173,Algorithm
P02T03,Other,173,Rater1
P02T03,Head,173,Rater2
P02T03,Other,173,Rater3
P02T03,Other,174,Algorithm
P02T03,Other,174,Rater1
P02T03,Head,174,Rater2
P02T03,Other,174,Rater3
P02T03,Other,175,Algorithm
P02T03,Other,175,Rater1
P02T03,Head,175,Rater2
P02T03,Other,175,Rater3
P02T03,Other,176,Algorithm
P02T03,Other,176,Rater1
P02T03,Head,176,Rater2
P02T03,Other,176,Rater3
P02T03,Other,177,Algorithm
P02T03,Other,177,Rater1
P02T03,Head,177,Rater2
P02T03,Other,177,Rater3
P02T03,Other,178,Algorithm
P02T03,Other,178,Rater1
P02T03,Head,178,Rater2
P02T03,Other,178,Rater3
P02T03,Other,179,Algorithm
P02T03,Other,179,Rater1
P02T03,Head,179,Rater2
P02T03,Other,179,Rater3
P02T03,Other,180,Algorithm
P02T03,Other,180,Rater1
P02T03,Head,180,Rater2
P02T03,Other,180,Rater3
P02T03,Other,181,Algorithm
P02T03,Other,181,Rater1
P02T03,Head,181,Rater2
P02T03,Head,181,Rater3
P02T03,Other,182,Algorithm
P02T03,Other,182,Rater1
P02T03,Head,182,Rater2
P02T03,Head,182,Rater3
P02T03,Other,183,Algorithm
P02T03,Head,183,Rater1
P02T03,Head,183,Rater2
P02T03,Head,183,Rater3
P02T03,Other,184,Algorithm
P02T03,Head,184,Rater1
P02T03,Head,184,Rater2
P02T03,Head,184,Rater3
P02T03,Other,185,Algorithm
P02T03,Head,185,Rater1
P02T03,Head,185,Rater2
P02T03,Head,185,Rater3
P02T03,Other,186,Algorithm
P02T03,Head,186,Rater1
P02T03,Head,186,Rater2
P02T03,Head,186,Rater3
P02T03,Other,187,Algorithm
P02T03,Head,187,Rater1
P02T03,Head,187,Rater2
P02T03,Head,187,Rater3
P02T03,Head,188,Algorithm
P02T03,Head,188,Rater1
P02T03,Head,188,Rater2
P02T03,Head,188,Rater3
P02T03,Head,189,Algorithm
P02T03,Head,189,Rater1
P02T03,Head,189,Rater2
P02T03,Head,189,Rater3
P02T03,Head,190,Algorithm
P02T03,Head,190,Rater1
P02T03,Head,190,Rater2
P02T03,Head,190,Rater3
P02T03,Head,191,Algorithm
P02T03,Head,191,Rater1
P02T03,Head,191,Rater2
P02T03,Head,191,Rater3
P02T03,Head,192,Algorithm
P02T03,Head,192,Rater1
P02T03,Head,192,Rater2
P02T03,Head,192,Rater3
P02T03,Head,193,Algorithm
P02T03,Head,193,Rater1
P02T03,Head,193,Rater2
P02T03,Head,193,Rater3
P02T03,Head,194,Algorithm
P02T03,Head,194,Rater1
P02T03,Head,194,Rater2
P02T03,Head,194,Rater3
P02T03,Head,195,Algorithm
P02T03,Head,195,Rater1
P02T03,Head,195,Rater2
P02T03,Head,195,Rater3
P02T03,Head,196,Algorithm
P02T03,Head,196,Rater1
P02T03,Head,196,Rater2
P02T03,Head,196,Rater3
P02T03,Head,197,Algorithm
P02T03,Head,197,Rater1
P02T03,Head,197,Rater2
P02T03,Head,197,Rater3
P02T03,Head,198,Algorithm
P02T03,Head,198,Rater1
P02T03,Head,198,Rater2
P02T03,Head,198,Rater3
P02T03,Head,199,Algorithm
P02T03,Head,199,Rater1
P02T03,Head,199,Rater2
P02T03,Head,199,Rater3
P02T03,Head,200,Algorithm
P02T03,Head,200,Rater1
P02T03,Head,200,Rater2
P02T03,Head,200,Rater3
P02T03,Head,201,Algorithm
P02T03,Head,201,Rater1
P02T03,Head,201,Rater2
P02T03,Head,201,Rater3
P02T03,Head,202,Algorithm
P02T03,Head,202,Rater1
P02T03,Head,202,Rater2
P02T03,Head,202,Rater3
P02T03,Head,203,Algorithm
P02T03,Head,203,Rater1
P02T03,Head,203,Rater2
P02T03,Head,203,Rater3
P02T03,Head,204,Algorithm
P02T03,Head,204,Rater1
P02T03,Head,204,Rater2
P02T03,Head,204,Rater3
P02T03,Head,205,Algorithm
P02T03,Head,205,Rater1
P02T03,Head,205,Rater2
P02T03,Head,205,Rater3
P02T03,Head,206,Algorithm
P02T03,Head,206,Rater1
P02T03,Head,206,Rater2
P02T03,Head,206,Rater3
P02T03,Head,207,Algorithm
P02T03,Head,207,Rater1
P02T03,Head,207,Rater2
P02T03,Head,207,Rater3
P02T03,Head,208,Algorithm
P02T03,Head,208,Rater1
P02T03,Head,208,Rater2
P02T03,Head,208,Rater3
P02T03,Head,209,Algorithm
P02T03,Head,209,Rater1
P02T03,Head,209,Rater2
P02T03,Head,209,Rater3
P02T03,Head,210,Algorithm
P02T03,Head,210,Rater1
P02T03,Head,210,Rater2
P02T03,Head,210,Rater3
P02T03,Head,211,Algorithm
P02T03,Head,211,Rater1
P02T03,Head,211,Rater2
P02T03,Head,211,Rater3
P02T03,Head,212,Algorithm
P02T03,Head,212,Rater1
P02T03,Head,212,Rater2
P02T03,Head,212,Rater3
P02T03,Head,213,Algorithm
P02T03,Head,213,Rater1
P02T03,Head,213,Rater2
P02T03,Head,213,Rater3
P02T03,Head,214,Algorithm
P02T03,Head,214,Rater1
P02T03,Head,214,Rater2
P02T03,Head,214,Rater3
P02T03,Head,215,Algorithm
P02T03,Head,215,Rater1
