,Trial,Frame,Rater,Label,Label_ID
59,P01T04,180,Rater1_Rater2,True,1
60,P01T04,180,Rater1_Rater3,True,1
61,P01T04,180,Rater2,Head,0
62,P01T04,180,Rater2_Algorithm,True,1
63,P01T04,180,Rater2_Rater3,True,1
64,P01T04,180,Rater3,Head,0
65,P01T04,180,Rater3_Algorithm,True,1
66,P01T04,181,Algorithm,Head,0
67,P01T04,181,ManualRaters,True,1
68,P01T04,181,Rater1,Head,0
69,P01T04,181,Rater1_Algorithm,True,1
70,P01T04,181,Rater1_Rater2,True,1
71,P01T04,181,Rater1_Rater3,True,1
72,P01T04,181,Rater2,Head,0
73,P01T04,181,Rater2_Algorithm,True,1
74,P01T04,181,Rater2_Rater3,True,1
75,P01T04,181,Rater3,Head,0
76,P01T04,181,Rater3_Algorithm,True,1
77,P01T04,182,Algorithm,Head,0
78,P01T04,182,ManualRaters,True,1
79,P01T04,182,Rater1,Head,0
80,P01T04,182,Rater1_Algorithm,True,1
81,P01T04,182,Rater1_Rater2,True,1
82,P01T04,182,Rater1_Rater3,True,1
83,P01T04,182,Rater2,Head,0
84,P01T04,182,Rater2_Algorithm,True,1
85,P01T04,182,Rater2_Rater3,True,1
86,P01T04,182,Rater3,Head,0
87,P01T04,182,Rater3_Algorithm,True,1
88,P01T04,183,Algorithm,Head,0
89,P01T04,183,ManualRaters,True,1
90,P01T04,183,Rater1,Head,0
91,P01T04,183,Rater1_Algorithm,True,1
92,P01T04,183,Rater1_Rater2,True,1
93,P01T04,183,Rater1_Rater3,True,1
94,P01T04,183,Rater2,Head,0
95,P01T04,183,Rater2_Algorithm,True,1
96,P01T04,183,Rater2_Rater3,True,1
97,P01T04,183,Rater3,Head,0
98,P01T04,183,Rater3_Algorithm,True,1
99,P01T04,184,Algorithm,Head,0
100,P01T04,184,ManualRaters,True,1
101,P01T04,184,Rater1,Head,0
102,P01T04,184,Rater1_Algorithm,True,1
103,P01T04,184,Rater1_Rater2,True,1
104,P01T04,184,Rater1_Rater3,True,1
105,P01T04,184,Rater2,Head,0
106,P01T04,184,Rater2_Algorithm,True,1
107,P01T04,184,Rater2_Rater3,True,1
108,P01T04,184,Rater3,Head,0
109,P01T04,184,Rater3_Algorithm,True,1
110,P01T04,185,Algorithm,Head,0
111,P01T04,185,ManualRaters,True,1
112,P01T04,185,Rater1,Head,0
113,P01T04,185,Rater1_Algorithm,True,1
114,P01T04,185,Rater1_Rater2,True,1
115,P01T04,185,Rater1_Rater3,True,1
116,P01T04,185,Rater2,Head,0
117,P01T04,185,Rater2_Algorithm,True,1
118,P01T04,185,Rater2_Rater3,True,1
119,P01T04,185,Rater3,Head,0
120,P01T04,185,Rater3_Algorithm,True,1
121,P01T04,186,Algorithm,Head,0
122,P01T04,186,ManualRaters,True,1
123,P01T04,186,Rater1,Head,0
124,P01T04,186,Rater1_Algorithm,True,1
125,P01T04,186,Rater1_Rater2,True,1
126,P01T04,186,Rater1_Rater3,True,1
127,P01T04,186,Rater2,Head,0
128,P01T04,186,Rater2_Algorithm,True,1
129,P01T04,186,Rater2_Rater3,True,1
130,P01T04,186,Rater3,Head,0
131,P01T04,186,Rater3_Algorithm,True,1
132,P01T04,187,Algorithm,Head,0
133,P01T04,187,ManualRaters,True,1
134,P01T04,187,Rater1,Head,0
135,P01T04,187,Rater1_Algorithm,True,1
136,P01T04,187,Rater1_Rater2,True,1
137,P01T04,187,Rater1_Rater3,True,1
138,P01T04,187,Rater2,Head,0
139,P01T04,187,Rater2_Algorithm,True,1
140,P01T04,187,Rater2_Rater3,True,1
141,P01T04,187,Rater3,Head,0
142,P01T04,187,Rater3_Algorithm,True,1
143,P01T04,188,Algorithm,Chest,2
144,P01T04,188,ManualRaters,True,1
145,P01T04,188,Rater1,Head,0
146,P01T04,188,Rater1_Algorithm,False,3
147,P01T04,188,Rater1_Rater2,True,1
148,P01T04,188,Rater1_Rater3,True,1
149,P01T04,188,Rater2,Head,0
150,P01T04,188,Rater2_Algorithm,False,3
151,P01T04,188,Rater2_Rater3,True,1
152,P01T04,188,Rater3,Head,0
153,P01T04,188,Rater3_Algorithm,False,3
154,P01T04,189,Algorithm,Chest,2
155,P01T04,189,ManualRaters,True,1
156,P01T04,189,Rater1,Head,0
157,P01T04,189,Rater1_Algorithm,False,3
158,P01T04,189,Rater1_Rater2,True,1
159,P01T04,189,Rater1_Rater3,True,1
160,P01T04,189,Rater2,Head,0
161,P01T04,189,Rater2_Algorithm,False,3
162,P01T04,189,Rater2_Rater3,True,1
163,P01T04,189,Rater3,Head,0
164,P01T04,189,Rater3_Algorithm,False,3
165,P01T04,190,Algorithm,Chest,2
166,P01T04,190,ManualRaters,True,1
167,P01T04,190,Rater1,Head,0
168,P01T04,190,Rater1_Algorithm,False,3
169,P01T04,190,Rater1_Rater2,True,1
170,P01T04,190,Rater1_Rater3,True,1
171,P01T04,190,Rater2,Head,0
172,P01T04,190,Rater2_Algorithm,False,3
173,P01T04,190,Rater2_Rater3,True,1
174,P01T04,190,Rater3,Head,0
175,P01T04,190,Rater3_Algorithm,False,3
176,P01T04,191,Algorithm,Head,0
177,P01T04,191,ManualRaters,True,1
178,P01T04,191,Rater1,Head,0
179,P01T04,191,Rater1_Algorithm,True,1
180,P01T04,191,Rater1_Rater2,True,1
181,P01T04,191,Rater1_Rater3,True,1
182,P01T04,191,Rater2,Head,0
183,P01T04,191,Rater2_Algorithm,True,1
184,P01T04,191,Rater2_Rater3,True,1
185,P01T04,191,Rater3,Head,0
186,P01T04,191,Rater3_Algorithm,True,1
187,P01T04,192,Algorithm,Chest,2
188,P01T04,192,ManualRaters,False,3
189,P01T04,192,Rater1,Chest,2
190,P01T04,192,Rater1_Algorithm,True,1
191,P01T04,192,Rater1_Rater2,False,3
192,P01T04,192,Rater1_Rater3,False,3
193,P01T04,192,Rater2,Head,0
194,P01T04,192,Rater2_Algorithm,False,3
195,P01T04,192,Rater2_Rater3,True,1
196,P01T04,192,Rater3,Head,0
197,P01T04,192,Rater3_Algorithm,False,3
198,P01T04,193,Algorithm,Chest,2
199,P01T04,193,ManualRaters,True,1
200,P01T04,193,Rater1,Chest,2
201,P01T04,193,Rater1_Algorithm,True,1
202,P01T04,193,Rater1_Rater2,True,1
203,P01T04,193,Rater1_Rater3,True,1
204,P01T04,193,Rater2,Chest,2
205,P01T04,193,Rater2_Algorithm,True,1
206,P01T04,193,Rater2_Rater3,True,1
207,P01T04,193,Rater3,Chest,2
208,P01T04,193,Rater3_Algorithm,True,1
209,P01T04,194,Algorithm,Chest,2
210,P01T04,194,ManualRaters,True,1
211,P01T04,194,Rater1,Chest,2
212,P01T04,194,Rater1_Algorithm,True,1
213,P01T04,194,Rater1_Rater2,True,1
214,P01T04,194,Rater1_Rater3,True,1
215,P01T04,194,Rater2,Chest,2
216,P01T04,194,Rater2_Algorithm,True,1
217,P01T04,194,Rater2_Rater3,True,1
218,P01T04,194,Rater3,Chest,2
219,P01T04,194,Rater3_Algorithm,True,1
220,P01T04,195,Algorithm,Chest,2
221,P01T04,195,ManualRaters,True,1
222,P01T04,195,Rater1,Chest,2
223,P01T04,195,Rater1_Algorithm,True,1
224,P01T04,195,Rater1_Rater2,True,1
225,P01T04,195,Rater1_Rater3,True,1
226,P01T04,195,Rater2,Chest,2
227,P01T04,195,Rater2_Algorithm,True,1
228,P01T04,195,Rater2_Rater3,True,1
229,P01T04,195,Rater3,Chest,2
230,P01T04,195,Rater3_Algorithm,True,1
231,P01T04,196,Algorithm,Chest,2
232,P01T04,196,ManualRaters,True,1
233,P01T04,196,Rater1,Chest,2
234,P01T04,196,Rater1_Algorithm,True,1
235,P01T04,196,Rater1_Rater2,True,1
236,P01T04,196,Rater1_Rater3,True,1
237,P01T04,196,Rater2,Chest,2
238,P01T04,196,Rater2_Algorithm,True,1
239,P01T04,196,Rater2_Rater3,True,1
240,P01T04,196,Rater3,Chest,2
241,P01T04,196,Rater3_Algorithm,True,1
242,P01T04,197,Algorithm,Chest,2
243,P01T04,197,ManualRaters,True,1
244,P01T04,197,Rater1,Chest,2
245,P01T04,197,Rater1_Algorithm,True,1
246,P01T04,197,Rater1_Rater2,True,1
247,P01T04,197,Rater1_Rater3,True,1
248,P01T04,197,Rater2,Chest,2
249,P01T04,197,Rater2_Algorithm,True,1
250,P01T04,197,Rater2_Rater3,True,1
251,P01T04,197,Rater3,Chest,2
252,P01T04,197,Rater3_Algorithm,True,1
253,P01T04,198,Algorithm,Chest,2
254,P01T04,198,ManualRaters,True,1
255,P01T04,198,Rater1,Chest,2
256,P01T04,198,Rater1_Algorithm,True,1
257,P01T04,198,Rater1_Rater2,True,1
258,P01T04,198,Rater1_Rater3,True,1
259,P01T04,198,Rater2,Chest,2
260,P01T04,198,Rater2_Algorithm,True,1
261,P01T04,198,Rater2_Rater3,True,1
262,P01T04,198,Rater3,Chest,2
263,P01T04,198,Rater3_Algorithm,True,1
264,P01T04,199,Algorithm,Chest,2
265,P01T04,199,ManualRaters,True,1
266,P01T04,199,Rater1,Chest,2
267,P01T04,199,Rater1_Algorithm,True,1
268,P01T04,199,Rater1_Rater2,True,1
269,P01T04,199,Rater1_Rater3,True,1
270,P01T04,199,Rater2,Chest,2
271,P01T04,199,Rater2_Algorithm,True,1
272,P01T04,199,Rater2_Rater3,True,1
273,P01T04,199,Rater3,Chest,2
274,P01T04,199,Rater3_Algorithm,True,1
275,P01T04,200,Algorithm,Chest,2
276,P01T04,200,ManualRaters,True,1
277,P01T04,200,Rater1,Chest,2
278,P01T04,200,Rater1_Algorithm,True,1
279,P01T04,200,Rater1_Rater2,True,1
280,P01T04,200,Rater1_Rater3,True,1
281,P01T04,200,Rater2,Chest,2
282,P01T04,200,Rater2_Algorithm,True,1
283,P01T04,200,Rater2_Rater3,True,1
284,P01T04,200,Rater3,Chest,2
285,P01T04,200,Rater3_Algorithm,True,1
286,P01T04,201,Algorithm,Chest,2
287,P01T04,201,ManualRaters,True,1
288,P01T04,201,Rater1,Chest,2
289,P01T04,201,Rater1_Algorithm,True,1
290,P01T04,201,Rater1_Rater2,True,1
291,P01T04,201,Rater1_Rater3,True,1
292,P01T04,201,Rater2,Chest,2
293,P01T04,201,Rater2_Algorithm,True,1
294,P01T04,201,Rater2_Rater3,True,1
295,P01T04,201,Rater3,Chest,2
296,P01T04,201,Rater3_Algorithm,True,1
297,P01T04,202,Algorithm,Chest,2
298,P01T04,202,ManualRaters,True,1
299,P01T04,202,Rater1,Chest,2
300,P01T04,202,Rater1_Algorithm,True,1
301,P01T04,202,Rater1_Rater2,True,1
302,P01T04,202,Rater1_Rater3,True,1
303,P01T04,202,Rater2,Chest,2
304,P01T04,202,Rater2_Algorithm,True,1
305,P01T04,202,Rater2_Rater3,True,1
306,P01T04,202,Rater3,Chest,2
307,P01T04,202,Rater3_Algorithm,True,1
308,P01T04,203,Algorithm,Chest,2
309,P01T04,203,ManualRaters,True,1
310,P01T04,203,Rater1,Chest,2
311,P01T04,203,Rater1_Algorithm,True,1
312,P01T04,203,Rater1_Rater2,True,1
313,P01T04,203,Rater1_Rater3,True,1
314,P01T04,203,Rater2,Chest,2
315,P01T04,203,Rater2_Algorithm,True,1
316,P01T04,203,Rater2_Rater3,True,1
317,P01T04,203,Rater3,Chest,2
318,P01T04,203,Rater3_Algorithm,True,1
319,P01T04,204,Algorithm,Chest,2
320,P01T04,204,ManualRaters,True,1
321,P01T04,204,Rater1,Chest,2
322,P01T04,204,Rater1_Algorithm,True,1
323,P01T04,204,Rater1_Rater2,True,1
324,P01T04,204,Rater1_Rater3,True,1
325,P01T04,204,Rater2,Chest,2
326,P01T04,204,Rater2_Algorithm,True,1
327,P01T04,204,Rater2_Rater3,True,1
328,P01T04,204,Rater3,Chest,2
329,P01T04,204,Rater3_Algorithm,True,1
330,P01T04,205,Algorithm,Chest,2
331,P01T04,205,ManualRaters,True,1
332,P01T04,205,Rater1,Chest,2
333,P01T04,205,Rater1_Algorithm,True,1
334,P01T04,205,Rater1_Rater2,True,1
335,P01T04,205,Rater1_Rater3,True,1
336,P01T04,205,Rater2,Chest,2
337,P01T04,205,Rater2_Algorithm,True,1
338,P01T04,205,Rater2_Rater3,True,1
339,P01T04,205,Rater3,Chest,2
340,P01T04,205,Rater3_Algorithm,True,1
341,P01T04,206,Algorithm,Chest,2
342,P01T04,206,ManualRaters,True,1
343,P01T04,206,Rater1,Chest,2
344,P01T04,206,Rater1_Algorithm,True,1
345,P01T04,206,Rater1_Rater2,True,1
346,P01T04,206,Rater1_Rater3,True,1
347,P01T04,206,Rater2,Chest,2
348,P01T04,206,Rater2_Algorithm,True,1
349,P01T04,206,Rater2_Rater3,True,1
350,P01T04,206,Rater3,Chest,2
351,P01T04,206,Rater3_Algorithm,True,1
352,P01T04,207,Algorithm,Chest,2
353,P01T04,207,ManualRaters,True,1
354,P01T04,207,Rater1,Chest,2
355,P01T04,207,Rater1_Algorithm,True,1
356,P01T04,207,Rater1_Rater2,True,1
357,P01T04,207,Rater1_Rater3,True,1
358,P01T04,207,Rater2,Chest,2
359,P01T04,207,Rater2_Algorithm,True,1
360,P01T04,207,Rater2_Rater3,True,1
361,P01T04,207,Rater3,Chest,2
362,P01T04,207,Rater3_Algorithm,True,1
363,P01T04,208,Algorithm,Chest,2
364,P01T04,208,ManualRaters,True,1
365,P01T04,208,Rater1,Chest,2
366,P01T04,208,Rater1_Algorithm,True,1
367,P01T04,208,Rater1_Rater2,True,1
368,P01T04,208,Rater1_Rater3,True,1
369,P01T04,208,Rater2,Chest,2
370,P01T04,208,Rater2_Algorithm,True,1
371,P01T04,208,Rater2_Rater3,True,1
372,P01T04,208,Rater3,Chest,2
373,P01T04,208,Rater3_Algorithm,True,1
374,P01T04,209,Algorithm,Chest,2
375,P01T04,209,ManualRaters,True,1
376,P01T04,209,Rater1,Chest,2
377,P01T04,209,Rater1_Algorithm,True,1
378,P01T04,209,Rater1_Rater2,True,1
379,P01T04,209,Rater1_Rater3,True,1
380,P01T04,209,Rater2,Chest,2
381,P01T04,209,Rater2_Algorithm,True,1
382,P01T04,209,Rater2_Rater3,True,1
383,P01T04,209,Rater3,Chest,2
384,P01T04,209,Rater3_Algorithm,True,1
385,P01T04,210,Algorithm,Chest,2
386,P01T04,210,ManualRaters,True,1
387,P01T04,210,Rater1,Chest,2
388,P01T04,210,Rater1_Algorithm,True,1
389,P01T04,210,Rater1_Rater2,True,1
390,P01T04,210,Rater1_Rater3,True,1
391,P01T04,210,Rater2,Chest,2
392,P01T04,210,Rater2_Algorithm,True,1
393,P01T04,210,Rater2_Rater3,True,1
394,P01T04,210,Rater3,Chest,2
395,P01T04,210,Rater3_Algorithm,True,1
396,P01T04,211,Algorithm,Chest,2
397,P01T04,211,ManualRaters,True,1
398,P01T04,211,Rater1,Chest,2
399,P01T04,211,Rater1_Algorithm,True,1
400,P01T04,211,Rater1_Rater2,True,1
401,P01T04,211,Rater1_Rater3,True,1
402,P01T04,211,Rater2,Chest,2
403,P01T04,211,Rater2_Algorithm,True,1
404,P01T04,211,Rater2_Rater3,True,1
405,P01T04,211,Rater3,Chest,2
406,P01T04,211,Rater3_Algorithm,True,1
407,P01T04,212,Algorithm,Chest,2
408,P01T04,212,ManualRaters,True,1
409,P01T04,212,Rater1,Chest,2
410,P01T04,212,Rater1_Algorithm,True,1
411,P01T04,212,Rater1_Rater2,True,1
412,P01T04,212,Rater1_Rater3,True,1
413,P01T04,212,Rater2,Chest,2
414,P01T04,212,Rater2_Algorithm,True,1
415,P01T04,212,Rater2_Rater3,True,1
416,P01T04,212,Rater3,Chest,2
417,P01T04,212,Rater3_Algorithm,True,1
418,P01T04,213,Algorithm,Chest,2
419,P01T04,213,ManualRaters,True,1
420,P01T04,213,Rater1,Chest,2
421,P01T04,213,Rater1_Algorithm,True,1
422,P01T04,213,Rater1_Rater2,True,1
423,P01T04,213,Rater1_Rater3,True,1
424,P01T04,213,Rater2,Chest,2
425,P01T04,213,Rater2_Algorithm,True,1
426,P01T04,213,Rater2_Rater3,True,1
427,P01T04,213,Rater3,Chest,2
428,P01T04,213,Rater3_Algorithm,True,1
429,P01T04,214,Algorithm,Chest,2
430,P01T04,214,ManualRaters,True,1
431,P01T04,214,Rater1,Chest,2
432,P01T04,214,Rater1_Algorithm,True,1
433,P01T04,214,Rater1_Rater2,True,1
434,P01T04,214,Rater1_Rater3,True,1
435,P01T04,214,Rater2,Chest,2
436,P01T04,214,Rater2_Algorithm,True,1
437,P01T04,214,Rater2_Rater3,True,1
438,P01T04,214,Rater3,Chest,2
439,P01T04,214,Rater3_Algorithm,True,1
440,P01T04,215,Algorithm,Chest,2
441,P01T04,215,ManualRaters,True,1
442,P01T04,215,Rater1,Chest,2
443,P01T04,215,Rater1_Algorithm,True,1
444,P01T04,215,Rater1_Rater2,True,1
445,P01T04,215,Rater1_Rater3,True,1
446,P01T04,215,Rater2,Chest,2
447,P01T04,215,Rater2_Algorithm,True,1
448,P01T04,215,Rater2_Rater3,True,1
449,P01T04,215,Rater3,Chest,2
450,P01T04,215,Rater3_Algorithm,True,1
451,P01T04,216,Algorithm,Chest,2
452,P01T04,216,ManualRaters,True,1
453,P01T04,216,Rater1,Chest,2
454,P01T04,216,Rater1_Algorithm,True,1
455,P01T04,216,Rater1_Rater2,True,1
456,P01T04,216,Rater1_Rater3,True,1
457,P01T04,216,Rater2,Chest,2
458,P01T04,216,Rater2_Algorithm,True,1
459,P01T04,216,Rater2_Rater3,True,1
460,P01T04,216,Rater3,Chest,2
461,P01T04,216,Rater3_Algorithm,True,1
462,P01T04,217,Algorithm,Chest,2
463,P01T04,217,ManualRaters,False,3
464,P01T04,217,Rater1,Chest,2
465,P01T04,217,Rater1_Algorithm,True,1
466,P01T04,217,Rater1_Rater2,False,3
467,P01T04,217,Rater1_Rater3,False,3
468,P01T04,217,Rater2,Other,4
469,P01T04,217,Rater2_Algorithm,False,3
470,P01T04,217,Rater2_Rater3,True,1
471,P01T04,217,Rater3,Other,4
472,P01T04,217,Rater3_Algorithm,False,3
473,P01T04,218,Algorithm,Chest,2
474,P01T04,218,ManualRaters,True,1
475,P01T04,218,Rater1,Chest,2
476,P01T04,218,Rater1_Algorithm,True,1
477,P01T04,218,Rater1_Rater2,True,1
478,P01T04,218,Rater1_Rater3,True,1
479,P01T04,218,Rater2,Chest,2
480,P01T04,218,Rater2_Algorithm,True,1
481,P01T04,218,Rater2_Rater3,True,1
482,P01T04,218,Rater3,Chest,2
483,P01T04,218,Rater3_Algorithm,True,1
484,P01T04,219,Algorithm,Chest,2
485,P01T04,219,ManualRaters,True,1
486,P01T04,219,Rater1,Chest,2
487,P01T04,219,Rater1_Algorithm,True,1
488,P01T04,219,Rater1_Rater2,True,1
489,P01T04,219,Rater1_Rater3,True,1
490,P01T04,219,Rater2,Chest,2
491,P01T04,219,Rater2_Algorithm,True,1
492,P01T04,219,Rater2_Rater3,True,1
493,P01T04,219,Rater3,Chest,2
494,P01T04,219,Rater3_Algorithm,True,1
495,P01T04,220,Algorithm,Chest,2
496,P01T04,220,ManualRaters,True,1
497,P01T04,220,Rater1,Chest,2
498,P01T04,220,Rater1_Algorithm,True,1
499,P01T04,220,Rater1_Rater2,True,1
500,P01T04,220,Rater1_Rater3,True,1
501,P01T04,220,Rater2,Chest,2
502,P01T04,220,Rater2_Algorithm,True,1
503,P01T04,220,Rater2_Rater3,True,1
504,P01T04,220,Rater3,Chest,2
505,P01T04,220,Rater3_Algorithm,True,1
506,P01T04,221,Algorithm,Chest,2
507,P01T04,221,ManualRaters,True,1
508,P01T04,221,Rater1,Chest,2
509,P01T04,221,Rater1_Algorithm,True,1
510,P01T04,221,Rater1_Rater2,True,1
511,P01T04,221,Rater1_Rater3,True,1
512,P01T04,221,Rater2,Chest,2
513,P01T04,221,Rater2_Algorithm,True,1
514,P01T04,221,Rater2_Rater3,True,1
515,P01T04,221,Rater3,Chest,2
516,P01T04,221,Rater3_Algorithm,True,1
517,P01T04,222,Algorithm,Chest,2
518,P01T04,222,ManualRaters,True,1
519,P01T04,222,Rater1,Chest,2
520,P01T04,222,Rater1_Algorithm,True,1
521,P01T04,222,Rater1_Rater2,True,1
522,P01T04,222,Rater1_Rater3,True,1
523,P01T04,222,Rater2,Chest,2
524,P01T04,222,Rater2_Algorithm,True,1
525,P01T04,222,Rater2_Rater3,True,1
526,P01T04,222,Rater3,Chest,2
527,P01T04,222,Rater3_Algorithm,True,1
528,P01T04,223,Algorithm,Chest,2
529,P01T04,223,ManualRaters,True,1
530,P01T04,223,Rater1,Chest,2
531,P01T04,223,Rater1_Algorithm,True,1
532,P01T04,223,Rater1_Rater2,True,1
533,P01T04,223,Rater1_Rater3,True,1
534,P01T04,223,Rater2,Chest,2
535,P01T04,223,Rater2_Algorithm,True,1
536,P01T04,223,Rater2_Rater3,True,1
537,P01T04,223,Rater3,Chest,2
538,P01T04,223,Rater3_Algorithm,True,1
539,P01T04,224,Algorithm,Chest,2
540,P01T04,224,ManualRaters,True,1
541,P01T04,224,Rater1,Chest,2
542,P01T04,224,Rater1_Algorithm,True,1
543,P01T04,224,Rater1_Rater2,True,1
544,P01T04,224,Rater1_Rater3,True,1
545,P01T04,224,Rater2,Chest,2
546,P01T04,224,Rater2_Algorithm,True,1
547,P01T04,224,Rater2_Rater3,True,1
548,P01T04,224,Rater3,Chest,2
549,P01T04,224,Rater3_Algorithm,True,1
550,P01T04,225,Algorithm,Chest,2
551,P01T04,225,ManualRaters,True,1
552,P01T04,225,Rater1,Chest,2
553,P01T04,225,Rater1_Algorithm,True,1
554,P01T04,225,Rater1_Rater2,True,1
555,P01T04,225,Rater1_Rater3,True,1
556,P01T04,225,Rater2,Chest,2
557,P01T04,225,Rater2_Algorithm,True,1
558,P01T04,225,Rater2_Rater3,True,1
559,P01T04,225,Rater3,Chest,2
560,P01T04,225,Rater3_Algorithm,True,1
561,P01T04,226,Algorithm,Chest,2
562,P01T04,226,ManualRaters,True,1
563,P01T04,226,Rater1,Chest,2
564,P01T04,226,Rater1_Algorithm,True,1
565,P01T04,226,Rater1_Rater2,True,1
566,P01T04,226,Rater1_Rater3,True,1
567,P01T04,226,Rater2,Chest,2
568,P01T04,226,Rater2_Algorithm,True,1
569,P01T04,226,Rater2_Rater3,True,1
570,P01T04,226,Rater3,Chest,2
571,P01T04,226,Rater3_Algorithm,True,1
572,P01T04,227,Algorithm,Chest,2
573,P01T04,227,ManualRaters,True,1
574,P01T04,227,Rater1,Chest,2
575,P01T04,227,Rater1_Algorithm,True,1
576,P01T04,227,Rater1_Rater2,True,1
577,P01T04,227,Rater1_Rater3,True,1
578,P01T04,227,Rater2,Chest,2
579,P01T04,227,Rater2_Algorithm,True,1
580,P01T04,227,Rater2_Rater3,True,1
581,P01T04,227,Rater3,Chest,2
582,P01T04,227,Rater3_Algorithm,True,1
583,P01T04,228,Algorithm,Chest,2
584,P01T04,228,ManualRaters,True,1
585,P01T04,228,Rater1,Chest,2
586,P01T04,228,Rater1_Algorithm,True,1
587,P01T04,228,Rater1_Rater2,True,1
588,P01T04,228,Rater1_Rater3,True,1
589,P01T04,228,Rater2,Chest,2
590,P01T04,228,Rater2_Algorithm,True,1
591,P01T04,228,Rater2_Rater3,True,1
592,P01T04,228,Rater3,Chest,2
593,P01T04,228,Rater3_Algorithm,True,1
594,P01T04,229,Algorithm,Chest,2
595,P01T04,229,ManualRaters,True,1
596,P01T04,229,Rater1,Chest,2
597,P01T04,229,Rater1_Algorithm,True,1
598,P01T04,229,Rater1_Rater2,True,1
599,P01T04,229,Rater1_Rater3,True,1
600,P01T04,229,Rater2,Chest,2
601,P01T04,229,Rater2_Algorithm,True,1
602,P01T04,229,Rater2_Rater3,True,1
603,P01T04,229,Rater3,Chest,2
604,P01T04,229,Rater3_Algorithm,True,1
605,P01T04,230,Algorithm,Chest,2
606,P01T04,230,ManualRaters,True,1
607,P01T04,230,Rater1,Chest,2
608,P01T04,230,Rater1_Algorithm,True,1
609,P01T04,230,Rater1_Rater2,True,1
610,P01T04,230,Rater1_Rater3,True,1
611,P01T04,230,Rater2,Chest,2
612,P01T04,230,Rater2_Algorithm,True,1
613,P01T04,230,Rater2_Rater3,True,1
614,P01T04,230,Rater3,Chest,2
615,P01T04,230,Rater3_Algorithm,True,1
616,P01T04,231,Algorithm,Chest,2
617,P01T04,231,ManualRaters,True,1
618,P01T04,231,Rater1,Chest,2
619,P01T04,231,Rater1_Algorithm,True,1
620,P01T04,231,Rater1_Rater2,True,1
621,P01T04,231,Rater1_Rater3,True,1
622,P01T04,231,Rater2,Chest,2
623,P01T04,231,Rater2_Algorithm,True,1
624,P01T04,231,Rater2_Rater3,True,1
625,P01T04,231,Rater3,Chest,2
626,P01T04,231,Rater3_Algorithm,True,1
627,P01T04,232,Algorithm,Chest,2
628,P01T04,232,ManualRaters,True,1
629,P01T04,232,Rater1,Chest,2
630,P01T04,232,Rater1_Algorithm,True,1
631,P01T04,232,Rater1_Rater2,True,1
632,P01T04,232,Rater1_Rater3,True,1
633,P01T04,232,Rater2,Chest,2
634,P01T04,232,Rater2_Algorithm,True,1
635,P01T04,232,Rater2_Rater3,True,1
636,P01T04,232,Rater3,Chest,2
